Category,Message
Not_Spam,I tagged MY friends that you seemed to count as YOUR friends.
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
Not_Spam,Ok...
Not_Spam,Long time. You remember me today.
Not_Spam,Havent shopping now lor i juz arrive only
Not_Spam,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
Not_Spam,Are you up for the challenge? I know i am :)
Not_Spam,How much did ur hdd casing cost.
Not_Spam,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
Not_Spam,I can't describe how lucky you are that I'm actually awake by noon
spam,This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
Not_Spam,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
Not_Spam,Cheers for the card ... Is it that time of year already?
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
Not_Spam,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
Not_Spam,Ugh hopefully the asus ppl dont randomly do a reformat.
Not_Spam,"Haven't seen my facebook, huh? Lol!"
Not_Spam,"Mah b, I'll pick it up tomorrow"
Not_Spam,Still otside le..u come 2morrow maga..
Not_Spam,Do u still have plumbers tape and a wrench we could borrow?
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
Not_Spam,It vl bcum more difficult..
spam,UR GOING 2 BANot_SpamAS! CallFREEFONE 08081560665 and speak to a live operator to claim either BaNot_Spamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
Not_Spam,Havent still waitin as usual... Ü come back sch oredi?
Not_Spam,In meeting da. I will call you
Not_Spam,K k :-):-) then watch some films.
Not_Spam,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
Not_Spam,There the size of elephant tablets & u shove um up ur ass!!
Not_Spam,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
Not_Spam,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
Not_Spam,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair.
Not_Spam,Good morning pookie pie! Lol hope I didn't wake u up
Not_Spam,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
Not_Spam,Happy birthday to you....dear.with lots of love.rakhesh NRI
Not_Spam,Howz that persons story
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
Not_Spam,X2  &lt;#&gt; . Are you going to get that
Not_Spam,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning
spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub
Not_Spam,Is ur paper today in e morn or aft?
Not_Spam,I will lick up every drop :) are you ready to use your mouth as well?
Not_Spam,And you! Will expect you whenever you text! Hope all goes well tomo
Not_Spam,Great. P diddy is my neighbor and comes for toothpaste every morning
Not_Spam,"I av a new number,  . Wil u only use this one,ta."
Not_Spam,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
Not_Spam,7 lor... Change 2 suntec... Wat time u coming?
Not_Spam,No de.am seeing in online shop so that i asked.
Not_Spam,Just curious because my cuz asked what I was up to
Not_Spam,Nice.nice.how is it working?
Not_Spam,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
Not_Spam,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
Not_Spam,She's good. How are you. Where r u working now
Not_Spam,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
Not_Spam,At home also.
Not_Spam,This phone has the weirdest auto correct.
Not_Spam,Oops my phone died and I didn't even know. Yeah I like it better.
Not_Spam,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
Not_Spam,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
Not_Spam,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
Not_Spam,We got a divorce. Lol. She.s here
Not_Spam,What's ur pin?
Not_Spam,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
Not_Spam,I want snow. It's just freezing and windy.
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
Not_Spam,Come to mahal bus stop.. &lt;DECIMAL&gt;
Not_Spam,Don know:)this week i'm going to tirunelvai da.
Not_Spam,Me too baby! I promise to treat you well! I bet you will take good care of me...
Not_Spam,Its like that hotel dusk game i think. You solve puzzles in a area thing
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
Not_Spam,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
Not_Spam,Well that must be a pain to catch
Not_Spam,Sorry da thangam.it's my mistake.
Not_Spam,I need... Coz i never go before
Not_Spam,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
Not_Spam,Wife.how she knew the time of murder exactly
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
Not_Spam,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
Not_Spam,No plm i will come da. On the way.
Not_Spam,Guess he wants alone time. We could just show up and watch when they do..
Not_Spam,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
Not_Spam,Yup ü not comin :-(
Not_Spam,"Yes, princess. Toledo."
Not_Spam,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
Not_Spam,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
Not_Spam,Good. No swimsuit allowed :)
Not_Spam,Am okay. Will soon be over. All the best
Not_Spam,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""...."
Not_Spam,Ok i've sent u da latest version of da project.
Not_Spam,Good Morning my Dear........... Have a great &amp; successful day.
Not_Spam,Pls accept me for one day. Or am begging you change the number.
Not_Spam,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
Not_Spam,"Its ok, if anybody asks abt me, u tel them..:-P"
Not_Spam,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
Not_Spam,* You gonna ring this weekend or wot?
Not_Spam,Also track down any lighters you can find
Not_Spam,"Sorry, I can't help you on this."
Not_Spam,"Babe, I need your advice"
Not_Spam,"I‘ll leave around four, ok?"
Not_Spam,Come to medical college at 7pm ......forward it da
Not_Spam,K:)k..its good:)when are you going?
Not_Spam,I can make lasagna for you... vodka...
Not_Spam,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
Not_Spam,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
Not_Spam,"No, but you told me you were going, before you got drunk!"
Not_Spam,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
Not_Spam,I'm always looking for an excuse to be in the city.
Not_Spam,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
Not_Spam,O shore are you takin the bus
Not_Spam,So u gonna get deus ex?
Not_Spam,I will send them to your email. Do you mind  &lt;#&gt;  times per night?
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
Not_Spam,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
Not_Spam,Ok then i come n pick u at engin?
Not_Spam,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
Not_Spam,Raviyog Peripherals bhayandar east
Not_Spam,K actually can you guys meet me at the sunoco on howard? It should be right on the way
spam,You have 1 new voicemail. Please call 08719181513.
Not_Spam,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
Not_Spam,Just finished eating. Got u a plate. NOT leftovers this time.
Not_Spam,Thanx a lot...
Not_Spam,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
Not_Spam,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
Not_Spam,Its a great day. Do have yourself a beautiful one.
Not_Spam,What happened in interview?
Not_Spam,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
Not_Spam,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
Not_Spam,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...
Not_Spam,Hey you around? I've got enough for a half + the ten I owe you
Not_Spam,Hey tmr maybe can meet you at yck
Not_Spam,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
Not_Spam,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
Not_Spam,Not to worry. I'm sure you'll get it.
Not_Spam,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p"
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
Not_Spam,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
Not_Spam,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit"
Not_Spam,Dear good morning how you feeling dear
Not_Spam,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
Not_Spam,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
Not_Spam,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.
Not_Spam,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
Not_Spam,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
Not_Spam,Just do what ever is easier for you
spam,RCT' THNQ Adrian for U text. Rgds Vatian
Not_Spam,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
Not_Spam,"It'll be tough, but I'll do what I have to"
Not_Spam,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
Not_Spam,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
Not_Spam,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
Not_Spam,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
Not_Spam,But i'm surprised she still can guess right lor...
Not_Spam,Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.
Not_Spam,Oh ho. Is this the first time u use these type of words
Not_Spam,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
Not_Spam,I know you are serving. I mean what are you doing now.
Not_Spam,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
Not_Spam,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
Not_Spam,I know girls always safe and selfish know i got it pa. Thank you. good night.
Not_Spam,"No worries, hope photo shoot went well. have a spiffing fun at workage."
Not_Spam,I'm freezing and craving ice. Fml
Not_Spam,Kay... Since we are out already
Not_Spam,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
Not_Spam,Yo im right by yo work
Not_Spam,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
Not_Spam,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
Not_Spam,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
Not_Spam,Nope... Juz off from work...
Not_Spam,Huh so fast... Dat means u havent finished painting?
Not_Spam,what number do u live at? Is it 11?
Not_Spam,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
Not_Spam,Sac will score big hundred.he is set batsman:-)
Not_Spam,Send me yetty's number pls.
Not_Spam,How much it will cost approx . Per month.
Not_Spam,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
Not_Spam,"That's fine, have him give me a call if he knows what he wants or has any questions"
Not_Spam,"Sorry, got a late start, we're on the way"
Not_Spam,Then u go back urself lor...
Not_Spam,I AM AT THE GAS STATION. GO THERE.
Not_Spam,"K, if u bored up just come to my home.."
Not_Spam,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
Not_Spam,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
Not_Spam,Still i have not checked it da. . .
Not_Spam,You will go to walmart. I.ll stay.
Not_Spam,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too"
Not_Spam,Oh great. I.ll disturb him more so that we can talk.
Not_Spam,Reverse is cheating. That is not mathematics.
Not_Spam,U're welcome... Caught u using broken english again...
Not_Spam,No problem baby. Is this is a good time to talk? I called and left a message.
Not_Spam,"Sorry, I'll call later"
Not_Spam,Oh is it! Which brand?
Not_Spam,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
Not_Spam,At what time are you coming.
Not_Spam,Call him and say you not coming today ok and tell them not to fool me like this ok
Not_Spam,I emailed yifeng my part oredi.. Can ü get it fr him..
Not_Spam,R u sure they'll understand that! Wine * good idea just had a slurp!
Not_Spam,Minimum walk is 3miles a day.
Not_Spam,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema.
Not_Spam,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
Not_Spam,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529
Not_Spam,Please attend the phone:)
Not_Spam,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
Not_Spam,No messages on her phone. I'm holding it now
Not_Spam,Can... I'm free...
Not_Spam,"Yo my trip got postponed, you still stocked up?"
Not_Spam,"Sorry, I'll call later"
Not_Spam,I am waiting for your call sir.
Not_Spam,Hey what are you doing. Y no reply pa..
Not_Spam,"Hey elaine, is today's meeting still on?"
Not_Spam,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
Not_Spam,Most of the tiime when i don't let you hug me it's so i don't break into tears.
Not_Spam,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
Not_Spam,And now electricity just went out fml.
Not_Spam,"Looks like you found something to do other than smoke, great job!"
Not_Spam,Also andros ice etc etc
Not_Spam,:)
Not_Spam,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
Not_Spam,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
Not_Spam,Hows that watch resizing
Not_Spam,Dear umma she called me now :-)
Not_Spam,Just finished. Missing you plenty
spam,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
Not_Spam,"Well, I meant as opposed to my drunken night of before"
Not_Spam,K... Must book a not huh? so going for yoga basic on sunday?
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
Not_Spam,Ok can...
Not_Spam,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
Not_Spam,So u workin overtime nigpun?
Not_Spam,Same as kallis dismissial in 2nd test:-).
Not_Spam,O. Guess they both got screwd
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you
Not_Spam,"I'm in a meeting, call me later at"
Not_Spam,What r u cooking me for dinner?
Not_Spam,Ok thanx...
Not_Spam,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
Not_Spam,Then i buy.
spam,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
Not_Spam,Heehee that was so funny tho
Not_Spam,It only does simple arithmetic not percentages.
Not_Spam,"Yeah we wouldn't leave for an hour at least, how's 4 sound?"
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
Not_Spam,Thanks honey. Have a great day.
Not_Spam,"An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear...."""
Not_Spam,Good night my dear.. Sleepwell&amp;Take care
Not_Spam,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...
Not_Spam,"Jus chillaxin, what up"
Not_Spam,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.
Not_Spam,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
Not_Spam,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though!"
Not_Spam,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
Not_Spam,Only once then after ill obey all yours.
Not_Spam,No she didnt. I will search online and let you know.
Not_Spam,Where do you need to go to get it?
Not_Spam,No pic. Please re-send.
Not_Spam,He remains a bro amongst bros
Not_Spam,Uhhhhrmm isnt having tb test bad when youre sick
Not_Spam,But i haf enuff space got like 4 mb...
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470"
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL
Not_Spam,True. Its easier with her here.
Not_Spam,Sure but since my parents will be working on Tuesday I don't really need a cover story
Not_Spam,Haha okay... Today weekend leh...
Not_Spam,Hi darlin did youPhone me? Im atHome if youwanna chat.
Not_Spam,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
Not_Spam,You've always been the brainy one.
Not_Spam,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
Not_Spam,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
Not_Spam,Sending you greetings of joy and happiness. Do have a gr8 evening
Not_Spam,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx
Not_Spam,If india win or level series means this is record:)
Not_Spam,Then what about further plan?
Not_Spam,Its good to hear from you
Not_Spam,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
Not_Spam,What time you thinkin of goin?
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
Not_Spam,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
Not_Spam,Yes but I don't care cause I know its there!
Not_Spam,"wiskey Brandy Rum Gin Beer Vodka Scotch SNot_Spampain Wine ""KUDI""yarasu dhina vaazhthukkal. .."
Not_Spam,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer..."
Not_Spam,Sitting ard nothing to do lor. U leh busy w work?
Not_Spam,Its  &lt;#&gt; k here oh. Should i send home for sale.
Not_Spam,Sorry. || mail? ||
Not_Spam,Ya just telling abt tht incident..
Not_Spam,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
Not_Spam,Ugh just got outta class
Not_Spam,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very cNot_Spamplaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna"
Not_Spam,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
Not_Spam,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
Not_Spam,Ok. I.ll do you right later.
Not_Spam,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
Not_Spam,Have your lunch and come quickly and open the door:)
spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
Not_Spam,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
Not_Spam,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
Not_Spam,i am seeking a lady in the street and a freak in the sheets. Is that you?
Not_Spam,My phone
Not_Spam,"Haha figures, well I found the piece and priscilla's bowl"
Not_Spam,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
Not_Spam,yay! finally lol. i missed our cinema trip last week :-(
Not_Spam,All day working day:)except saturday and sunday..
Not_Spam,aathi..where are you dear..
Not_Spam,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
Not_Spam,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there."
Not_Spam,You getting back any time soon?
Not_Spam,", how's things? Just a quick question."
Not_Spam,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
Not_Spam,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
Not_Spam,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.
Not_Spam,I can ask around but there's not a lot in terms of mids up here
Not_Spam,Be sure to check your yahoo email. We sent photos yesterday
Not_Spam,What was she looking for?
Not_Spam,Wherre's my boytoy ? :-(
spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
Not_Spam,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
Not_Spam,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
Not_Spam,No:-)i got rumour that you going to buy apartment in chennai:-)
Not_Spam,"Yeah, probably earlier than that"
Not_Spam,Change windows logoff sound..
Not_Spam,Still i have not checked it da. . .
Not_Spam,I'm also came to room.
Not_Spam,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...
Not_Spam,Ok.
Not_Spam,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
Not_Spam,"Cool, text me when you head out"
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
Not_Spam,Happy birthday... May u find ur prince charming soon n dun work too hard...
Not_Spam,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
